iter	RMSE
734	1.747948359
735	1.743738725
736	1.740103179
737	1.738819337
738	1.73609315
739	1.734286246
740	1.730900429
741	1.7286958
742	1.727269639
743	1.724435914
744	1.72266583
745	1.720820301
746	1.717764371
747	1.714412937
748	1.710286714
749	1.708043001
750	1.706471361
751	1.704033403
752	1.701087787
753	1.698188029
754	1.69566796
755	1.69445819
756	1.69228579
757	1.689692328
758	1.68651301
759	1.683633946
760	1.681608286
761	1.678779382
762	1.676662432
763	1.674600644
764	1.671999113
765	1.668890589
766	1.666952986
767	1.665343355
768	1.66175608
769	1.657174853
770	1.654483879
771	1.652771228
772	1.651715808
773	1.648602309
774	1.645435026
775	1.643318014
776	1.641908454
777	1.641512449
778	1.638482246
779	1.636482241
780	1.634112124
781	1.631527735
782	1.630232223
783	1.628262144
784	1.627352312
785	1.624263364
786	1.622495866
787	1.621347985
788	1.619658885
789	1.617905412
790	1.615978623
791	1.613076838
792	1.610644091
793	1.606948476
794	1.603687503
795	1.601433006
796	1.600145981
797	1.59820677
798	1.596894287
799	1.593960443
800	1.592023785
801	1.590822575
802	1.587954804
803	1.585101966
804	1.58277028
805	1.580884697
806	1.578412653
807	1.57711478
808	1.575298133
809	1.573030812
810	1.571011678
811	1.569564543
812	1.567944445
813	1.56577337
814	1.563946556
815	1.562399512
816	1.559862719
817	1.558349333
818	1.555699272
819	1.554250195
820	1.552774288
821	1.549899871
822	1.546896933
823	1.546762
824	1.544582187
825	1.542819981
826	1.541576232
827	1.539890627
828	1.538137108
829	1.536402937
830	1.533525347
831	1.532447902
832	1.530215747
833	1.528173523
834	1.52580167
835	1.523728969
836	1.521510585
837	1.519423225
838	1.517868278
839	1.51583905
840	1.514225729
841	1.511851478
842	1.509966258
843	1.508883819
844	1.506659737
845	1.505454753
846	1.502262521
847	1.499957511
848	1.497924814
849	1.495867292
850	1.494566944
851	1.4931858
852	1.491771891
853	1.490087804
854	1.488399902
855	1.486791657
856	1.485140914
857	1.484123861
858	1.483089789
859	1.482752448
860	1.481340945
861	1.480017184
862	1.478447857
863	1.476268381
864	1.475295912
865	1.473066994
866	1.471543037
867	1.469743709
868	1.468220902
869	1.466724877
870	1.4654084
871	1.463874293
872	1.461083871
873	1.458738374
874	1.456971014
875	1.454006726
876	1.452760861
877	1.451613157
878	1.450238836
879	1.447691993
880	1.446896468
881	1.444220821
882	1.442923079
883	1.441985996
884	1.441012572
885	1.437953481
886	1.436779135
887	1.434437472
888	1.432817855
889	1.43146644
890	1.429759736
891	1.428900051
892	1.426311674
893	1.424556958
894	1.422534111
895	1.420737672
896	1.417321844
897	1.415553366
898	1.413580054
899	1.412246337
900	1.411104191
901	1.408292755
902	1.406570669
903	1.406016616
904	1.405306575
905	1.404296548
906	1.404194413
907	1.402101088
908	1.401567793
909	1.399716095
910	1.397642928
911	1.395847576
912	1.39416651
913	1.392500671
914	1.390804625
915	1.389682913
916	1.388467568
917	1.38579833
918	1.384147613
919	1.382579647
920	1.379994521
921	1.379549936
922	1.377832172
923	1.376046933
924	1.374855261
925	1.374299663
926	1.37190196
927	1.369976273
928	1.368211597
929	1.365738297
930	1.36424027
931	1.362043262
932	1.360338721
933	1.358474593
934	1.357572829
935	1.356428007
936	1.355486654
937	1.353307351
938	1.351008354
939	1.349182692
940	1.347150659
941	1.344518777
942	1.342245721
943	1.340541541
944	1.338967371
945	1.337403399
946	1.336376126
947	1.334200894
948	1.332847177
949	1.331247367
950	1.330341351
951	1.327669428
952	1.326576247
953	1.324965733
954	1.323488795
955	1.322521986
956	1.320821386
957	1.318237654
958	1.315759173
959	1.313551503
960	1.312443569
961	1.309828918
962	1.308403255
963	1.307897512
964	1.307008888
965	1.303875711
966	1.302566946
967	1.301768254
968	1.30073027
969	1.299437613
970	1.298400061
971	1.296676614
972	1.29495414
973	1.294022228
974	1.291358608
975	1.289637663
976	1.28734783
977	1.28454252
978	1.283622148
979	1.281911849
980	1.279848433
981	1.27764406
982	1.27584977
983	1.274451567
984	1.273814866
985	1.273358882
986	1.271757941
987	1.270771392
988	1.268746976
989	1.266399532
990	1.265156539
991	1.264066808
992	1.261675882
993	1.259695924
994	1.258548168
995	1.25593408
996	1.254381805
997	1.253336216
998	1.251407577
999	1.250027681
